0.12577449	7.570815
0.21777405	7.722034
0.19290651	8.047979
0.22945106	8.38813
0.22296359	8.766049
0.21041556	9.054209
0.22855416	9.370729
0.20979461	9.73447
0.20945397	10.107669
0.21325287	10.432055
0.1965739	10.75958
0.20447068	11.080818
0.20418322	11.395754
0.20384975	11.76108
0.20355079	12.088613
0.21143031	12.428748
0.21933286	12.743688
0.21080363	13.115308
0.21050467	13.442841
0.21019995	13.776673
0.20988373	14.123102
0.20137751	14.469527
0.18471004	14.784454
0.20895234	15.143494
0.20863612	15.4899235
0.2001644	15.798556
0.21623968	16.132397
0.23231497	16.466238
0.26472428	16.850477
0.31417477	16.510372
0.32265225	16.195442
0.3311642	15.842718
0.33149192	15.483691
0.33179665	15.149859
0.32392284	14.803426
0.34877458	14.4948015
0.33272806	14.129467
0.3493955	13.81454
0.34152174	13.468106
0.34181497	13.1468725
0.34214267	12.787846
0.3424244	12.479208
0.35093635	12.126485
0.35121232	11.824146
0.35154578	11.458821
0.36005202	11.112396
0.35214373	10.803755
0.36883995	10.457334
0.36915618	10.110905
0.36127663	9.77077
0.34520134	9.436929
0.35370755	9.090504
0.36219078	8.769274
0.36250702	8.422845
0.36280596	8.095311
0.36312795	7.7425833
0.38797966	7.4339595
0.68281406	7.4404173
1.0184548	7.6043653
1.4196212	7.7620497
1.8284372	8.511818
1.8773185	8.795287
1.9339759	9.532268
1.9988693	10.218863
2.031066	10.836155
2.071665	11.220398
2.0877576	11.535343
2.0956545	11.856582
2.1198967	12.215622
2.1523464	12.55577
2.176606	12.895914
2.200894	13.204564
2.249735	13.532124
2.405558	13.299155
2.42226	12.946436
2.4553246	12.612622
2.5129366	12.304016
2.5214484	11.951292
2.5954516	11.630097
2.6448965	11.296292
2.7107787	10.899508
2.760183	10.609795
2.8423822	10.282306
2.9983258	9.917064
3.1050718	9.614783
3.3592608	9.287387
3.637974	9.010394
3.908267	8.985345
4.104689	9.1366205
4.276357	9.489441
4.52158	10.012367
4.6523557	10.302178
4.807753	10.5353155
4.99602	10.648794
5.127152	10.548085
5.2665086	10.409589
5.364932	10.252173
5.5043464	10.05069
5.7012224	9.704367
5.8651896	9.521792
6.0209837	9.320317
6.3242264	9.087429
6.611049	8.898622
6.9387355	8.804318
7.331896	8.760439
7.5939183	8.823568
7.774047	8.880354
8.01973	8.899383
8.281896	8.805043
8.527665	8.729591
8.724318	8.628918
8.978345	8.477886
9.158629	8.364606
9.429089	8.156895
9.674898	8.037352
9.961652	7.9241295
10.182839	7.861262
10.494151	7.76065
10.821815	7.691541
11.124914	7.6161203
11.378839	7.578465
11.698295	7.528248
11.944047	7.471692
12.230755	7.4088597
12.533882	7.301945
12.992655	7.1573224
13.320347	7.05672
13.607095	6.949796
13.869238	6.880652
14.123175	6.8303995
14.393508	6.7612596

