0.05	1.639782
0.059	2.476772
0.068	-0.037869
0.077	0.31308
0.086	0.033562
0.095	0.122989
0.104	0.96688
0.113	1.930211
0.122	-3.525454
0.131	-2.845573
0.14	-2.355518
0.149	-1.958502
0.158	-1.88138
0.167	0.68435
0.176	0.302705
0.185	0.106016
0.194	-2.870194
0.203	-2.54292
0.212	-2.099883
0.221	-1.630103
0.23	-1.075193
0.239	-0.55709
0.248	1.578367
0.257	3.027013
0.266	-0.314574
0.275	-0.833253
0.284	-1.039168
0.293	-1.191863
0.302	-1.251008
0.311	-1.189201
0.32	0.513828
0.329	-1.668142
0.338	-4.676284
0.347	-4.549901
0.356	-4.422507
0.365	-4.376717
0.374	-4.280769
0.383	-4.301146
0.392	-4.385904
0.401	-1.486226
0.41	-0.823502
0.419	-0.902706
0.428	-1.108009
0.437	-1.431234
0.446	-1.830487
0.455	-2.222145
0.464	-2.558957
0.473	-2.885063
0.482	-3.240049
0.491	-3.842965
